"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/01/09","10000","10000","10000","11000","11000","10000","11000","10000","11000","10000","10000","10000","10000","11000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","11000","10000","10000","11000","11000","10000","11000","10000","10000","11000","11000","10000","10000","11000","11000","10000","11000","10000","11000","10000","498000","2025/01/10 15:30:06"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/01/10","51200","51200","51600","51600","51600","51600","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","51200","51200","51200","51200","51200","51200","51200","51200","51200","51200","51600","51200","51200","51200","51600","51200","51600","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","2468400","2025/01/11 15:31:05"
"4009330482","東京","鹿島発電所","単独","その他","2025/01/10","38000","38000","38000","38000","38000","38000","38000","38000","38000","39000","38000","38000","38000","38000","39000","38000","38000","38000","38000","42000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","45000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","2053000","2025/01/11 15:31:05"
"42136","中部","四日市霞発電所","単独","その他","2025/01/10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/01/11 15:31:05"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/01/10","64306","65129","64175","63126","63047","63279","64426","64256","64805","64662","63353","63068","64466","64536","63845","63804","64138","64056","62819","62493","62845","62689","64045","64353","64096","63876","62854","63314","64617","64250","63925","63984","64113","64102","63531","62803","62242","62792","63782","64205","63932","63796","63161","62777","62039","61715","62468","63565","3053660","2025/01/11 15:31:05"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/01/10","8586","8848","8976","8572","8229","8115","7206","6295","7225","7975","7708","7706","7851","7916","9817","11696","9859","7740","7819","8257","9680","11894","9082","8411","8967","9047","9350","9181","9417","10917","13120","10697","10980","11037","10818","10319","9953","10209","10376","10306","10353","10389","10298","10194","10324","10383","10471","10480","453049","2025/01/11 15:31:05"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/01/10","46000","47000","46000","47000","47000","48000","48000","48000","48000","48000","47000","46000","47000","47000","46000","47000","47000","46000","46000","46000","47000","47000","47000","47000","46000","47000","46000","47000","47000","47000","47000","48000","47000","47000","47000","47000","47000","46000","47000","47000","47000","47000","47000","47000","47000","47000","47000","47000","2252000","2025/01/11 15:31:05"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/01/10","11000","10000","11000","10000","11000","10000","10000","11000","10000","11000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","11000","11000","10000","11000","10000","11000","11000","11000","10000","11000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","501000","2025/01/11 15:31:05"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/01/11","51600","51200","51200","50800","51200","50800","51200","51200","50800","51200","51200","50800","51600","51200","51600","51600","51600","51200","51600","51200","51600","51200","51600","51600","51200","51600","51600","51200","51600","51200","51600","51200","51600","51200","51600","51200","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","51600","51600","2466000","2025/01/12 15:30:08"
"4009330482","東京","鹿島発電所","単独","その他","2025/01/11","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","45000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","45000","45000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","2205000","2025/01/12 15:30:08"
"42136","中部","四日市霞発電所","単独","その他","2025/01/11","0","0","0","0","0","0","0","0","0","7000","20000","26000","42000","45000","46000","45000","46000","45000","45000","52000","77000","81000","82000","82000","83000","84000","84000","81000","79000","79000","81000","81000","80000","80000","79000","79000","79000","79000","79000","79000","79000","79000","78000","90000","98000","97000","93000","88000","2729000","2025/01/12 15:30:08"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/01/11","63616","64063","63261","62145","61861","62556","62864","63498","63486","63562","62979","62987","64364","64305","64445","64482","64213","64346","63112","63004","62930","63286","64300","64673","64546","64374","63111","63529","64654","64801","64713","64680","64518","64674","63855","63398","62503","62748","63851","63956","64017","63942","63402","62805","62065","61931","62494","63394","3052299","2025/01/12 15:30:08"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/01/11","10486","10442","10362","10424","10014","9569","9873","10384","10342","10482","10225","10127","10029","10311","10365","10402","10376","10388","10105","9929","9626","9841","9664","9554","9752","9736","9750","9945","9938","9971","10031","10056","9769","9704","9858","9897","9715","9728","9787","9752","9961","10052","9920","9859","10054","10089","10101","10119","480864","2025/01/12 15:30:08"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/01/11","47000","47000","46000","47000","47000","48000","48000","47000","47000","47000","48000","47000","47000","47000","48000","47000","47000","46000","47000","46000","46000","46000","46000","47000","46000","46000","47000","46000","46000","47000","47000","48000","48000","48000","48000","48000","48000","48000","48000","48000","47000","48000","47000","48000","47000","48000","48000","48000","2264000","2025/01/12 15:30:08"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/01/11","10000","11000","10000","10000","11000","10000","11000","10000","10000","10000","11000","10000","10000","11000","10000","11000","10000","10000","10000","10000","11000","10000","11000","10000","10000","11000","11000","10000","11000","10000","10000","11000","10000","11000","11000","10000","10000","11000","10000","11000","11000","10000","10000","11000","10000","11000","10000","11000","500000","2025/01/12 15:30:08"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/01/12","51600","51600","51600","51200","51600","51600","51600","51600","51600","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","51200","51200","51600","51600","51200","52000","51200","51200","51600","51200","51200","51200","51200","51200","51200","51600","51200","51600","51200","51600","51600","51200","51600","51200","51200","51600","51200","51200","51200","2468400","2025/01/13 15:30:07"
"4009330482","東京","鹿島発電所","単独","その他","2025/01/12","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","45000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","2207000","2025/01/13 15:30:07"
"42136","中部","四日市霞発電所","単独","その他","2025/01/12","88000","88000","87000","88000","87000","87000","85000","87000","86000","86000","86000","86000","86000","85000","86000","85000","85000","85000","86000","87000","87000","86000","86000","86000","85000","86000","86000","87000","88000","87000","85000","81000","81000","80000","80000","80000","80000","80000","80000","80000","79000","80000","79000","78000","79000","79000","80000","79000","4030000","2025/01/13 15:30:07"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/01/12","64034","63585","62576","62346","61505","61402","63161","63409","63883","63709","62836","62381","63347","63611","63494","63271","63320","63446","62162","61077","61019","61477","62999","63316","63445","63502","62366","61647","62690","63209","63190","63981","63506","63074","63645","62307","61371","61916","62753","63332","63849","63470","62455","61933","61235","61666","62450","63409","3013767","2025/01/13 15:30:07"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/01/12","10077","10191","10060","10046","9331","9427","9615","9505","9416","9553","9498","9513","9893","9875","9790","9811","9887","9855","9450","9201","9231","9231","9404","9253","9241","9360","9158","9304","9321","9208","8778","8736","8772","8653","8450","8345","8247","8325","8336","8379","8490","8614","8775","8777","8736","8781","8926","8747","441572","2025/01/13 15:30:07"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/01/12","49000","48000","48000","47000","46000","48000","48000","47000","48000","48000","47000","47000","47000","46000","47000","46000","47000","47000","47000","46000","47000","48000","47000","48000","47000","48000","47000","48000","47000","48000","47000","48000","47000","48000","48000","47000","48000","48000","47000","48000","48000","47000","47000","46000","48000","48000","48000","47000","2274000","2025/01/13 15:30:07"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/01/12","11000","10000","10000","11000","11000","10000","10000","11000","11000","10000","10000","11000","10000","11000","11000","10000","10000","11000","11000","10000","10000","11000","10000","11000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","11000","10000","10000","498000","2025/01/13 15:30:07"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/01/13","51600","51200","51200","51600","51200","51200","51600","51200","51200","51200","51600","51600","51600","51600","51600","51600","51200","51200","51600","51600","51200","51200","51600","51600","51200","51600","51600","51600","51200","51200","51600","51200","51200","51200","51600","51200","51600","51600","51600","51200","51600","51600","51600","51600","51600","51200","51600","51600","2468800","2025/01/14 15:30:07"
"4009330482","東京","鹿島発電所","単独","その他","2025/01/13","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","47000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","45000","46000","45000","46000","45000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","2206000","2025/01/14 15:30:07"
"42136","中部","四日市霞発電所","単独","その他","2025/01/13","80000","79000","79000","80000","79000","79000","79000","80000","80000","81000","81000","81000","81000","80000","80000","80000","80000","79000","80000","80000","81000","81000","81000","80000","80000","80000","80000","80000","81000","80000","81000","80000","80000","81000","81000","80000","80000","80000","80000","79000","80000","80000","80000","80000","80000","81000","80000","81000","3846000","2025/01/14 15:30:07"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/01/13","64049","63701","62635","61645","60639","61612","63194","63902","63878","63497","62724","62610","63496","63584","63290","63327","63537","63363","62179","61931","61473","62045","63253","62726","63270","63652","62118","62135","62900","63356","63472","63299","63207","63369","62658","62108","61422","61247","62686","63639","63481","63224","62437","62163","61521","61787","62568","63297","3013306","2025/01/14 15:30:07"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/01/13","8931","8796","8798","8797","8655","8737","8698","8729","8737","8820","8823","8718","8817","9019","9131","9125","9158","9102","8955","8776","8247","8108","8286","8516","8571","8559","8657","8684","8447","8363","8642","8706","8816","8778","8778","8991","9041","9028","8765","8747","8656","8848","8760","9057","9382","9449","9410","9409","423023","2025/01/14 15:30:07"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/01/13","47000","48000","47000","47000","47000","48000","48000","48000","48000","46000","47000","46000","47000","47000","48000","47000","47000","47000","47000","46000","47000","48000","49000","48000","48000","48000","47000","48000","48000","48000","49000","49000","47000","48000","48000","48000","47000","47000","48000","46000","47000","46000","47000","46000","47000","47000","46000","47000","2272000","2025/01/14 15:30:07"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/01/13","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","11000","10000","10000","10000","10000","490000","2025/01/14 15:30:07"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/01/14","51600","51600","51200","51600","51200","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","51200","51600","51600","51200","51600","51200","51600","51600","51200","51600","51200","52000","51200","51600","51200","51600","51600","51200","51600","51600","51600","51200","51600","51600","51600","51600","51200","51600","51600","51600","51200","51600","51200","2470800","2025/01/15 15:30:03"
"4009330482","東京","鹿島発電所","単独","その他","2025/01/14","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","47000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","45000","46000","46000","45000","45000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","46000","2206000","2025/01/15 15:30:03"
"42136","中部","四日市霞発電所","単独","その他","2025/01/14","80000","80000","80000","80000","80000","80000","81000","80000","81000","81000","81000","80000","80000","80000","80000","79000","80000","80000","80000","80000","79000","81000","80000","81000","80000","81000","80000","81000","81000","80000","80000","81000","81000","80000","80000","80000","80000","80000","80000","79000","80000","80000","79000","80000","79000","79000","79000","79000","3843000","2025/01/15 15:30:03"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/01/14","63094","62982","62310","61667","61312","61505","62820","63273","63062","62849","62353","63776","62717","62377","63239","63290","62957","62708","62092","62091","61894","61420","61769","62210","62512","62430","61184","61273","62843","62588","62288","63430","63725","63167","62411","61949","61135","61847","62295","62674","62973","63168","62545","61421","61372","61457","62222","62202","2994878","2025/01/15 15:30:03"
